ethnicity,race,gender,action_taken,preapproval_requested,loan_type,loan_purpose,loan_to_value_ratio,interest_only_payment,balloon_payment,debt_to_income_ratio,age,income,derived_loan_to_value_ratio
0,1,0,1,0,1,3.0,70.0,0,0,4,2,4,2
0,3,0,1,0,1,3.0,63.68,0,0,4,3,4,2
0,2,1,1,1,1,1.0,100.0,0,0,6,1,4,4
0,3,0,1,1,1,1.0,101.75,0,0,4,1,3,1
0,3,0,1,1,2,1.0,100.0,0,0,5,2,4,4
0,1,1,1,0,1,3.0,73.87,0,0,5,2,3,2
0,1,0,1,0,1,3.0,61.97,0,0,4,2,3,2
0,1,1,1,1,1,1.0,95.0,0,0,2,2,3,3
0,1,0,1,1,1,1.0,53.77,0,0,2,1,4,2
0,3,1,1,1,1,1.0,101.74,0,0,4,2,3,1
0,3,1,1,0,1,3.0,96.47,0,0,4,1,3,3
0,3,0,1,1,1,1.0,97.0,0,0,2,2,4,4
0,3,0,1,0,1,2.0,34.86,0,0,5,2,4,2
0,3,0,1,0,1,4.0,66.03,0,0,5,2,3,2
0,3,0,0,0,1,3.0,64.2,0,0,6,3,3,2
0,3,0,0,0,1,1.0,101.75,0,0,3,1,3,1
0,3,1,1,0,1,4.0,89.84,0,0,5,3,3,3
0,1,1,1,1,1,1.0,101.74,0,0,4,2,4,1
0,1,1,1,1,1,1.0,57.0,0,0,2,1,3,2
0,3,0,0,0,1,3.0,34.93,0,0,6,3,3,2
0,3,0,1,1,1,1.0,101.74,0,0,4,2,3,1
0,1,1,1,1,1,1.0,94.0,0,0,6,1,3,3
0,3,1,0,0,1,1.0,95.0,0,0,2,2,3,3
0,3,1,0,0,1,4.0,94.66,0,0,5,2,3,3
0,3,1,0,0,1,3.0,87.0,0,0,2,2,4,3
0,3,0,0,0,1,3.0,17.84,0,0,3,3,3,2
0,3,1,0,0,1,4.0,55.84,0,0,4,3,3,2
0,1,1,1,1,2,1.0,100.0,0,0,4,1,4,4
0,3,0,1,1,1,1.0,101.75,0,0,4,2,3,1
0,3,1,0,0,1,2.0,49.62,0,0,2,2,4,2
0,3,1,1,0,1,2.0,89.52,0,0,6,2,4,3
0,3,1,1,0,2,3.0,100.0,0,0,4,3,4,4
0,3,1,0,0,1,1.0,42.62,0,0,1,2,1,2
0,1,0,1,1,1,1.0,101.74,0,0,3,1,3,1
0,3,1,0,0,1,2.0,100.23,0,0,4,3,4,1
0,1,1,0,0,1,2.0,76.22,0,0,6,3,4,2
0,3,0,1,1,1,1.0,101.74,0,0,2,2,4,1
0,3,0,1,0,1,4.0,80.15,0,0,3,2,4,3
0,3,0,1,0,1,3.0,14.84,0,0,3,3,3,2
0,3,0,0,0,1,3.0,90.0,0,0,6,2,3,3
0,3,0,1,1,1,1.0,97.0,0,0,4,2,3,4
0,3,0,0,0,1,4.0,51.19,0,0,4,2,4,2
0,3,0,1,0,1,2.0,10.43,0,0,6,3,1,2
0,3,0,1,0,1,2.0,25.39,0,0,5,3,1,2
0,3,0,1,0,1,2.0,31.92,0,0,3,2,3,2
0,1,1,1,1,1,1.0,100.0,0,0,5,2,4,4
0,3,0,1,0,1,2.0,40.76,0,0,5,2,2,2
0,3,0,0,0,2,1.0,100.0,0,0,4,2,3,4
0,3,1,1,1,1,1.0,101.75,0,0,5,2,4,1
0,3,0,0,0,1,4.0,81.42,0,0,4,2,3,3
0,3,0,1,0,1,4.0,22.62,0,0,4,3,2,2
0,3,0,0,0,1,2.0,16.37,0,0,5,3,2,2
0,3,0,0,0,1,4.0,52.85,0,0,6,2,2,2
0,3,0,0,0,1,2.0,20.5,0,0,3,2,4,2
0,3,1,0,0,1,2.0,90.27,0,0,2,2,4,3
0,1,1,0,0,1,2.0,73.09,0,0,6,3,3,2
0,3,0,0,0,1,4.0,77.88,0,0,5,2,4,2
0,3,1,0,0,1,2.0,78.15,0,0,4,1,4,2
1,3,1,1,1,2,1.0,100.0,0,0,3,2,4,4
0,1,1,0,0,1,2.0,89.67,0,0,6,2,4,3
0,1,1,1,0,1,2.0,71.57,0,0,5,3,4,2
0,3,1,0,0,2,3.0,25.39,0,0,6,3,2,2
0,1,0,0,0,1,2.0,59.25,0,0,2,1,4,2
0,1,1,1,1,1,1.0,101.74,0,0,4,2,3,1
0,3,1,1,0,1,3.0,93.63,0,0,5,2,3,3
0,3,0,0,0,1,3.0,24.05,0,0,4,2,4,2
0,3,0,1,1,1,1.0,101.74,0,0,5,2,3,1
0,3,0,0,0,1,2.0,99.43,0,0,5,2,4,4
0,3,0,1,0,1,3.0,58.9,0,0,4,1,4,2
0,1,0,0,0,1,1.0,70.0,0,0,4,2,4,2
0,3,0,0,0,1,1.0,71.78,0,0,6,2,1,2
0,1,1,1,1,1,1.0,90.0,0,0,1,1,4,3
0,3,1,0,0,1,2.0,57.5,0,0,6,2,4,2
0,3,1,0,0,1,3.0,89.01,0,0,6,1,3,3
0,3,0,1,0,1,3.0,82.84,0,0,5,2,4,3
0,3,0,0,0,1,2.0,46.31,0,0,6,2,3,2
0,3,0,0,0,1,4.0,74.0,0,0,6,3,1,2
0,3,1,1,0,1,3.0,34.64,0,0,6,3,2,2
0,3,0,1,0,1,4.0,85.47,0,0,4,2,4,3
1,1,1,1,1,1,1.0,52.98,0,0,4,1,3,2
0,3,0,0,0,1,2.0,35.4,0,0,4,2,3,2
1,1,1,1,0,1,3.0,69.9,0,0,4,2,4,2
0,3,1,0,0,2,3.0,100.0,0,0,6,2,3,4
0,3,1,0,0,1,2.0,70.0,0,0,5,3,3,2
0,3,0,0,0,1,4.0,71.88,0,0,4,3,2,2
0,3,0,0,0,1,4.0,65.23,0,0,6,2,3,2
0,3,0,0,0,1,4.0,83.41,0,0,5,2,3,3
0,4,1,0,0,1,3.0,93.32,0,0,4,2,4,3
0,1,1,1,1,2,1.0,100.0,0,0,3,1,4,4
0,3,1,0,0,1,2.0,67.61,0,0,4,1,3,2
0,3,1,0,0,2,3.0,39.33,0,0,5,3,3,2
0,1,1,1,0,1,2.0,69.98,0,0,5,2,4,2
0,3,0,1,0,1,4.0,73.96,0,0,4,3,2,2
0,1,1,1,0,1,3.0,80.0,0,0,4,2,4,2
1,3,0,0,0,1,2.0,59.75,0,0,5,3,3,2
0,3,0,0,0,1,4.0,16.66,0,0,4,2,3,2
0,3,0,1,0,1,4.0,69.11,0,0,4,2,3,2
0,3,1,1,0,1,4.0,79.99,0,0,5,2,3,2
0,3,1,1,0,1,2.0,82.62,0,0,4,3,3,3
0,3,1,0,0,2,3.0,98.62,0,0,6,3,2,4
0,3,1,0,0,1,3.0,71.87,0,0,4,3,3,2
0,3,0,0,0,1,4.0,44.37,0,0,3,2,3,2
0,3,0,0,0,1,2.0,90.05,0,0,6,3,4,3
0,3,1,0,0,1,4.0,75.0,0,0,5,2,4,2
0,3,0,0,0,1,2.0,25.0,0,0,5,2,4,2
0,3,0,0,0,1,2.0,14.11,0,0,2,2,3,2
0,1,0,1,0,1,2.0,92.57,0,0,3,2,4,3
0,3,0,0,0,1,4.0,39.54,0,0,3,3,2,2
0,1,0,1,1,1,1.0,74.59,0,0,3,1,3,2
0,1,0,1,0,1,4.0,30.85,0,0,5,3,4,2
0,3,0,1,0,1,2.0,77.51,0,0,5,3,3,2
0,1,1,1,1,1,1.0,101.75,0,0,3,2,4,1
0,3,0,0,0,1,2.0,63.89,0,0,2,3,4,2
0,3,0,0,0,1,2.0,95.94,0,0,4,2,4,3
0,3,0,0,0,1,2.0,93.09,0,0,6,2,4,3
0,3,1,1,1,1,1.0,101.75,0,0,5,1,3,1
0,3,1,1,0,2,3.0,86.62,0,0,3,2,4,3
0,3,1,1,0,1,3.0,35.31,0,0,2,3,3,2
0,3,0,1,1,2,1.0,100.0,0,0,5,2,4,4
0,3,0,0,0,1,1.0,101.75,0,0,3,1,3,1
0,2,0,0,0,1,2.0,69.98,0,0,6,2,4,2
0,3,0,1,1,1,1.0,75.0,0,0,6,3,3,2
0,4,0,1,0,1,2.0,76.26,0,0,3,2,4,2
0,3,0,0,0,1,2.0,66.66,0,0,4,2,4,2
0,4,0,1,0,1,3.0,43.14,0,0,4,3,3,2
0,3,1,0,0,1,1.0,42.62,0,0,6,2,3,2
0,3,1,0,0,1,4.0,95.0,0,0,1,3,4,3
0,3,1,1,0,2,1.0,100.0,0,0,3,1,3,4
0,3,0,0,0,1,4.0,88.42,0,0,6,2,3,3
0,1,0,1,0,2,1.0,85.0,0,0,4,1,3,3
0,3,1,1,0,1,1.0,70.0,0,0,6,2,4,2
0,3,0,0,0,1,2.0,83.5,0,0,6,2,4,3
0,3,0,1,0,1,3.0,32.5,0,0,6,3,1,2
0,1,0,0,0,1,4.0,94.9,0,0,5,2,4,3
0,1,1,1,0,1,2.0,52.36,0,0,1,2,4,2
0,3,1,0,0,1,4.0,73.68,0,0,6,2,3,2
0,3,0,0,0,1,3.0,70.67,0,0,4,2,3,2
0,3,1,0,0,1,2.0,71.77,0,0,1,2,4,2
0,3,1,1,0,1,2.0,76.43,0,0,4,3,3,2
0,1,0,1,0,1,3.0,10.41,0,0,4,3,3,2
0,3,0,0,0,1,3.0,54.13,0,0,4,2,4,2
0,3,1,1,0,1,2.0,70.0,0,0,5,2,4,2
0,3,1,0,0,1,4.0,75.45,1,0,6,2,4,2
0,3,0,1,0,1,2.0,65.03,0,0,4,2,4,2
0,3,0,1,0,1,3.0,29.67,0,0,6,3,3,2
0,3,0,1,0,1,4.0,58.54,0,0,5,3,2,2
0,3,0,0,0,1,4.0,83.99,0,0,6,3,3,3
0,3,1,1,0,1,1.0,100.0,0,0,4,1,3,4
0,3,1,0,0,1,4.0,70.0,0,0,6,2,2,2
0,3,0,0,0,1,2.0,22.72,0,0,4,3,3,2
0,3,0,1,0,1,2.0,89.23,0,0,5,2,4,3
0,3,1,0,0,1,4.0,70.16,0,0,6,3,4,2
0,2,0,0,0,1,1.0,95.0,0,0,6,1,1,3
0,3,0,0,0,1,2.0,61.98,0,0,6,2,3,2
0,3,1,0,0,1,4.0,29.41,0,0,2,3,4,2
0,1,1,1,0,2,1.0,100.0,0,0,4,2,4,4
0,1,1,1,0,1,3.0,84.85,0,0,4,2,4,3
0,3,1,1,0,1,2.0,76.84,0,0,2,3,3,2
0,3,1,1,0,1,2.0,67.85,0,0,5,2,4,2
0,1,1,1,0,2,1.0,100.0,0,0,2,1,3,4
0,3,0,1,0,1,1.0,69.99,0,0,5,3,3,2
0,4,0,1,0,1,4.0,29.02,0,0,4,1,3,2
0,3,1,1,0,1,3.0,81.3,0,0,4,2,4,3
0,3,0,1,0,1,4.0,22.74,0,0,2,3,4,2
1,1,1,1,0,1,4.0,41.04,0,0,4,2,3,2
0,2,1,1,0,1,3.0,12.54,0,0,1,2,4,2
0,3,0,0,0,1,2.0,23.3,0,0,6,2,2,2
0,3,0,1,0,1,3.0,44.44,0,0,3,3,3,2
0,3,1,0,0,1,2.0,47.69,0,0,6,3,3,2
0,3,1,0,0,1,2.0,48.49,0,0,4,2,4,2
0,3,0,0,0,1,3.0,95.0,0,0,6,2,3,3
0,3,0,1,0,1,2.0,27.56,0,0,5,3,3,2
0,3,1,0,0,1,3.0,30.0,0,0,3,2,3,2
0,1,1,0,0,1,3.0,89.4,0,0,4,2,4,3
0,3,1,0,0,1,2.0,65.01,0,0,6,3,3,2
0,3,1,1,0,1,4.0,79.92,1,0,4,2,4,2
0,3,0,0,0,1,2.0,70.29,0,0,4,2,3,2
0,1,1,1,0,2,1.0,100.0,0,0,4,2,4,4
0,3,0,0,0,1,3.0,64.85,0,0,4,2,4,2
0,1,1,0,0,1,3.0,76.43,0,0,6,3,3,2
0,3,1,0,0,1,2.0,31.95,0,0,6,3,4,2
0,3,1,0,0,1,4.0,31.77,0,0,6,2,1,2
0,3,1,0,0,1,2.0,63.91,0,0,6,2,3,2
0,3,0,0,0,1,3.0,59.05,1,0,6,2,2,2
0,3,0,0,0,1,4.0,72.14,0,0,6,2,3,2
0,3,0,1,0,1,3.0,65.7,0,0,5,2,4,2
0,3,1,0,0,1,4.0,39.16,0,0,6,3,3,2
0,3,0,1,0,1,2.0,14.6,0,0,4,3,2,2
0,3,0,1,0,1,2.0,69.99,0,0,3,3,3,2
0,3,0,0,0,1,3.0,67.79,0,0,4,3,4,2
0,3,1,0,0,1,4.0,95.0,0,0,6,2,3,3
0,3,1,1,0,1,3.0,78.94,0,0,5,3,2,2
0,3,1,0,0,1,3.0,76.31,0,0,4,2,2,2
0,3,0,0,0,1,4.0,57.82,0,0,6,1,3,2
0,3,1,1,0,1,4.0,78.68,0,0,2,2,4,2
0,3,0,1,0,1,1.0,101.75,0,0,3,1,4,1
1,1,0,0,0,1,2.0,10.41,0,0,6,3,2,2
0,1,1,1,0,1,4.0,72.08,0,0,1,3,4,2
0,2,0,1,0,2,1.0,100.0,0,0,4,2,4,4
0,1,1,0,0,1,4.0,84.2,0,0,3,2,4,3
0,3,0,0,0,1,4.0,86.52,0,0,5,3,3,3
0,3,1,0,0,1,1.0,101.75,0,0,2,2,3,1
0,1,1,1,0,2,3.0,42.14,0,0,2,3,4,2
0,3,0,1,0,1,3.0,83.31,0,0,5,2,4,3
0,3,0,1,0,1,2.0,54.55,0,0,5,3,3,2
0,4,0,0,0,1,2.0,7.69,0,0,3,2,4,2
0,3,0,0,0,1,3.0,79.83,0,0,5,3,3,2
0,3,1,0,0,1,4.0,11.52,0,0,6,2,1,2
0,3,1,0,0,2,3.0,46.54,0,0,3,3,3,2
0,3,0,0,0,1,4.0,6.64,0,0,5,2,2,2
0,3,0,1,0,1,2.0,47.81,0,0,5,3,3,2
0,3,0,1,0,1,3.0,68.07,0,0,3,3,3,2
0,3,0,0,0,1,3.0,57.09,0,0,6,3,1,2
0,3,1,0,0,1,4.0,91.33,0,0,6,3,3,3
0,3,1,0,0,1,3.0,83.33,0,0,6,2,3,3
0,3,1,0,0,1,2.0,36.87,0,0,6,2,2,2
0,3,0,0,0,1,2.0,80.28,0,0,4,3,3,3
0,3,1,0,0,2,3.0,76.63,0,0,1,2,4,2
0,3,1,0,0,1,2.0,68.64,0,0,5,2,3,2
0,3,1,1,0,1,2.0,84.77,0,0,4,3,4,3
0,3,0,0,0,1,2.0,27.93,0,0,6,3,2,2
0,1,1,0,0,1,3.0,41.41,0,0,4,1,3,2
0,1,1,1,0,1,4.0,70.95,0,0,4,2,4,2
0,3,0,1,0,1,1.0,101.75,0,0,4,2,4,1
0,3,0,1,0,1,3.0,79.52,0,0,2,2,4,2
0,3,1,1,0,2,3.0,74.7,0,0,2,2,4,2
0,3,1,0,0,1,3.0,10.0,0,0,6,2,1,2
0,3,0,0,0,1,2.0,5.0,0,0,4,2,1,2
0,3,0,0,0,1,3.0,95.0,0,0,6,2,3,3
0,1,1,1,0,1,2.0,35.92,0,0,6,3,4,2
0,1,0,1,0,1,2.0,63.28,0,0,2,2,4,2
0,1,1,1,0,1,2.0,34.61,0,0,6,2,2,2
0,3,0,1,0,1,3.0,4.74,0,0,5,3,1,2
0,3,1,0,0,1,4.0,90.61,0,0,6,2,3,3
0,1,1,1,0,1,4.0,90.0,0,0,2,2,4,3
0,3,0,0,0,1,4.0,35.38,0,0,4,3,3,2
0,1,0,1,0,1,1.0,101.74,0,0,5,2,3,1
0,3,0,0,0,1,4.0,22.16,0,0,6,3,1,2
0,1,1,1,0,1,1.0,95.0,0,0,3,2,4,3
0,3,0,0,0,1,2.0,64.72,0,0,4,2,4,2
0,3,1,0,0,1,4.0,6.57,0,0,6,3,1,2
0,1,1,0,0,2,4.0,68.88,0,0,1,2,4,2
0,2,0,1,0,1,1.0,101.74,0,0,4,1,3,1
0,3,0,1,0,1,4.0,37.81,0,0,4,3,3,2
0,3,0,0,0,1,2.0,71.29,0,0,6,2,3,2
0,3,0,0,0,1,3.0,46.87,0,0,3,3,3,2
0,3,1,1,0,2,1.0,100.0,0,0,3,2,4,4
0,3,1,1,0,1,1.0,101.75,0,0,2,2,3,1
0,3,0,1,0,1,2.0,46.11,0,0,5,2,3,2
0,3,0,0,0,1,2.0,42.72,0,0,6,2,2,2
0,1,0,0,0,1,1.0,90.66,0,0,4,3,4,3
0,4,1,0,0,1,2.0,81.58,0,0,4,2,4,3
0,3,0,0,0,1,4.0,43.64,0,0,5,3,3,2
0,4,1,0,0,1,2.0,94.18,0,0,6,1,4,3
0,3,0,0,0,1,2.0,69.42,0,0,5,2,3,2
0,3,0,0,0,1,3.0,47.28,0,0,2,2,4,2
0,3,1,1,0,1,2.0,22.67,0,0,3,2,3,2
0,3,0,0,0,1,2.0,72.78,0,0,6,3,2,2
0,3,0,0,0,1,2.0,79.04,0,0,4,2,4,2
0,3,0,0,0,1,2.0,56.51,0,0,1,3,1,2
0,1,1,0,0,1,4.0,95.93,0,0,4,2,4,3
0,3,1,1,0,1,2.0,61.79,0,0,4,3,3,2
0,3,0,1,0,1,2.0,49.44,0,0,4,3,3,2
0,3,0,0,0,1,4.0,79.07,0,0,6,3,2,2
0,3,1,0,0,1,4.0,55.33,0,0,6,3,3,2
0,3,1,0,0,1,4.0,96.27,0,0,6,1,3,3
0,4,1,1,0,1,2.0,100.0,0,0,5,1,4,4
0,3,1,1,0,1,4.0,18.19,0,0,4,3,3,2
0,3,0,0,0,1,4.0,98.22,0,0,6,2,3,4
0,3,1,0,0,1,4.0,96.27,0,0,6,1,3,3
0,3,0,0,0,1,2.0,40.0,0,0,5,2,3,2
0,3,0,0,0,1,3.0,77.82,0,0,4,2,4,2
0,3,0,0,0,1,3.0,28.2,0,0,4,2,4,2
0,3,1,0,0,1,2.0,28.22,0,0,5,3,2,2
0,3,0,1,0,1,3.0,60.12,0,0,6,3,2,2
0,3,1,0,0,1,2.0,84.13,0,0,6,1,3,3
0,3,0,1,0,1,3.0,81.48,0,0,2,2,4,3
0,3,0,0,0,1,2.0,94.73,0,0,5,2,3,3
0,3,0,0,0,1,4.0,54.04,0,0,6,3,3,2
0,3,0,0,0,1,2.0,12.0,0,0,6,3,1,2
0,3,0,0,0,1,2.0,80.0,0,0,6,3,1,2
0,3,0,0,0,1,4.0,67.5,0,0,6,3,2,2
0,3,0,0,0,1,2.0,11.42,0,0,6,2,2,2
0,3,0,0,0,1,4.0,35.39,0,0,3,3,2,2
0,3,0,0,0,1,2.0,69.42,0,0,3,2,3,2
0,3,1,1,0,1,4.0,83.16,0,0,5,1,3,3
0,3,0,0,0,1,4.0,69.42,0,0,3,2,3,2
0,3,0,0,0,1,4.0,18.18,0,0,5,2,2,2
0,3,0,0,0,1,4.0,70.4,0,0,6,2,4,2
0,3,1,1,0,1,2.0,18.79,0,0,6,2,3,2
0,3,0,0,0,1,2.0,66.6,0,0,6,2,2,2
0,1,0,1,0,1,2.0,72.84,0,0,2,3,4,2
0,3,0,0,0,1,2.0,31.64,0,0,6,3,3,2
0,1,1,1,0,1,4.0,60.98,0,0,4,2,4,2
0,3,1,1,0,1,3.0,73.17,0,0,6,3,3,2
0,3,1,1,0,1,3.0,70.0,0,0,2,2,4,2
0,3,0,0,0,1,2.0,34.46,1,0,3,2,3,2
0,3,0,0,0,1,4.0,6.31,1,0,4,2,4,2
0,1,0,1,0,1,3.0,29.47,0,0,5,3,1,2
0,3,0,0,0,1,2.0,91.67,0,0,6,2,2,3
0,3,1,1,0,1,4.0,38.76,0,0,4,3,4,2
0,4,0,1,0,1,1.0,72.3,0,0,3,2,4,2
0,3,1,1,0,1,2.0,94.36,0,0,2,2,4,3
0,3,0,1,0,1,2.0,69.83,0,0,5,2,4,2
0,3,1,0,0,1,2.0,44.24,0,0,6,2,3,2
0,3,0,0,0,1,4.0,53.09,1,0,2,2,4,2
0,4,0,0,0,1,4.0,94.63,1,0,6,1,3,3
0,3,0,0,0,1,4.0,27.28,0,0,6,3,1,2
0,3,0,1,0,1,4.0,92.6,0,0,4,2,4,3
0,4,1,1,0,1,2.0,88.82,0,0,4,2,4,3
0,1,1,1,0,1,4.0,72.59,0,0,4,3,4,2
0,1,0,0,0,1,2.0,8.3,0,0,3,1,4,2
0,4,0,0,0,1,3.0,87.95,0,0,6,1,3,3
0,1,1,0,0,1,4.0,95.0,0,0,4,1,4,3
0,3,0,0,0,1,2.0,72.29,0,0,6,3,1,2
0,3,0,0,0,1,4.0,13.33,0,0,4,2,4,2
0,3,1,0,0,1,4.0,60.53,0,0,2,2,4,2
0,1,1,0,0,1,2.0,91.45,0,0,4,2,4,3
0,3,0,0,0,1,4.0,86.51,0,0,4,2,3,3
0,3,0,1,0,1,3.0,57.681,0,0,3,3,3,2
1,1,0,1,0,1,3.0,93.871,0,0,4,2,3,3
0,3,1,1,0,1,3.0,77.246,0,0,5,2,3,2
0,3,1,1,0,1,1.0,89.9,0,0,4,3,3,3
0,3,0,1,0,1,3.0,80.0,0,0,4,2,3,2
0,3,1,0,0,1,3.0,53.05,0,0,5,2,3,2
0,3,0,0,0,1,3.0,86.299,0,0,3,2,3,3
0,1,1,0,0,1,3.0,44.803,0,0,5,2,4,2
0,3,0,0,0,1,3.0,37.522,0,0,6,3,3,2
0,3,0,1,0,1,3.0,72.872,0,0,4,3,2,2
0,3,1,0,0,1,3.0,50.0,0,0,2,2,4,2
0,3,1,0,0,1,3.0,90.0,0,0,3,2,3,3
0,3,1,1,0,1,3.0,83.772,0,0,4,2,3,3
0,3,0,0,0,1,3.0,82.051,0,0,6,2,3,3
0,3,0,0,0,1,3.0,57.6,0,0,6,3,1,2
0,3,1,1,0,1,3.0,56.439,0,0,4,3,3,2
0,1,1,1,0,1,3.0,58.667,0,0,2,2,4,2
0,3,0,1,0,1,3.0,30.894,0,0,2,3,4,2
0,3,1,0,0,1,3.0,53.0,0,0,3,3,4,2
1,3,1,0,0,1,3.0,29.144,0,0,6,2,2,2
0,1,1,1,0,1,3.0,49.867,0,0,2,2,4,2
0,3,0,0,0,1,3.0,62.997,0,0,4,1,3,2
0,3,0,1,0,1,3.0,34.783,0,0,2,3,4,2
0,1,1,1,0,1,3.0,80.0,0,0,6,2,4,2
0,3,1,0,0,1,3.0,82.192,0,0,5,3,3,3
0,3,1,0,0,1,3.0,47.5,0,0,2,2,3,2
0,3,1,0,0,1,3.0,61.411,0,0,4,3,3,2
0,3,0,1,0,1,3.0,46.429,0,0,4,2,4,2
0,3,1,1,0,1,3.0,36.036,0,0,4,3,2,2
0,3,0,0,0,1,3.0,27.027,0,0,2,2,3,2
0,3,1,0,0,1,3.0,29.512,0,0,4,3,2,2
